age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Male,High,None,Working,United-States,High
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,12th,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Working,Mexico,Low
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,HardWorking,United-States,High
YoungAdult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,High,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Motivated,United-States,High
Adult,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,High,Motivated,United-States,High
YoungAdult,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Masters,Never-married,Tech-support,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Masters,Widowed,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,United-States,Low
Senior,Private,7th-8th,Widowed,Priv-house-serv,Not-in-family,White,Female,High,None,Working,United-States,Low
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,High,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,Black,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,High,Working,United-States,Low
YoungAdult,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,None,None,Working,Canada,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,Other,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Masters,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Separated,Sales,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,HardWorking,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,High,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,HardWorking,United-States,High
YoungAdult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Low,None,Motivated,United-States,Low
YoungAdult,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,High,None,Working,United-States,High
Adult,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Senior,Self-emp-inc,Doctorate,Married-civ-spouse,Farming-fishing,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,HardWorking,United-States,Low
YoungAdult,Private,HS-grad,Separated,Craft-repair,Not-in-family,Black,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,None,None,Lazy,United-States,Low
Adult,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,High,None,Motivated,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,None,None,Motivated,United-States,Low
Senior,Private,9th,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,None,None,Lazy,United-States,Low
YoungAdult,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Assoc-acdm,Divorced,Sales,Unmarried,Black,Male,None,None,Motivated,United-States,Low
Adult,Local-gov,HS-grad,Married-spouse-absent,Transport-moving,Other-relative,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Low,None,Lazy,United-States,Low
YoungAdult,Private,Bachelors,Married-spouse-absent,Other-service,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,12th,Never-married,Other-service,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,Mexico,Low
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,10th,Separated,Sales,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,High,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Senior,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,High,None,Motivated,United-States,High
YoungAdult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Motivated,United-States,High
Child,Private,10th,Never-married,Other-service,Own-child,White,Male,None,None,Working,United-States,Low
Child,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Masters,Never-married,Sales,Unmarried,White,Male,None,None,Motivated,United-States,High
Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,State-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Other-relative,White,Male,None,None,Working,United-States,Low
Adult,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Senior,Private,Bachelors,Widowed,Tech-support,Unmarried,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,None,None,Working,Columbia,Low
Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,High,None,Working,United-States,Low
YoungAdult,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,High,None,HardWorking,United-States,High
YoungAdult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,None,None,Lazy,India,Low
Adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Separated,Transport-moving,Unmarried,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,12th,Never-married,Transport-moving,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Senior,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,10th,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,Cuba,Low
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,Low
Senior,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,None,None,Working,United-States,Low
Senior,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,None,High,Lazy,United-States,Low
Adult,Local-gov,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,None,None,HardWorking,United-States,High
